Solver,network,property,cpus,state,runtime,SAT/UNSAT
Marabou,ACASXU_run2a_2_8_batch_2000,property4,64,Ok,27.75,UNSAT
Marabou,ACASXU_run2a_3_4_batch_2000,property4,64,Ok,19.14,UNSAT
Marabou,ACASXU_run2a_1_4_batch_2000,property4,64,Ok,58.20,UNSAT
Marabou,ACASXU_run2a_3_8_batch_2000,property4,64,Ok,70.73,UNSAT
Marabou,ACASXU_run2a_2_4_batch_2000,property4,64,Ok,18.62,UNSAT
Marabou,ACASXU_run2a_3_1_batch_2000,property4,64,Ok,62.06,UNSAT
Marabou,ACASXU_run2a_3_3_batch_2000,property4,64,Ok,17.17,UNSAT
Marabou,ACASXU_run2a_1_3_batch_2000,property4,64,Ok,67.83,UNSAT
Marabou,ACASXU_run2a_2_9_batch_2000,property4,64,Ok,19.52,UNSAT
Marabou,ACASXU_run2a_4_7_batch_2000,property4,64,Ok,28.05,UNSAT
Marabou,ACASXU_run2a_3_5_batch_2000,property4,64,Ok,53.47,UNSAT
Marabou,ACASXU_run2a_5_4_batch_2000,property4,64,Ok,18.40,UNSAT
Marabou,ACASXU_run2a_1_6_batch_2000,property4,64,Ok,128.20,UNSAT
Marabou,ACASXU_run2a_2_2_batch_2000,property4,64,Ok,96.49,UNSAT
Marabou,ACASXU_run2a_5_9_batch_2000,property4,64,Ok,18.98,UNSAT
Marabou,ACASXU_run2a_4_4_batch_2000,property4,64,Ok,25.15,UNSAT
Marabou,ACASXU_run2a_3_9_batch_2000,property4,64,Ok,27.11,UNSAT
Marabou,ACASXU_run2a_4_8_batch_2000,property4,64,Ok,28.55,UNSAT
Marabou,ACASXU_run2a_1_2_batch_2000,property4,64,Ok,122.83,UNSAT
Marabou,ACASXU_run2a_5_5_batch_2000,property4,64,Ok,69.33,UNSAT
Marabou,ACASXU_run2a_2_5_batch_2000,property4,64,Ok,28.72,UNSAT
Marabou,ACASXU_run2a_1_9_batch_2000,property4,64,Ok,16.98,SAT
Marabou,ACASXU_run2a_2_3_batch_2000,property4,64,Ok,20.69,UNSAT
Marabou,ACASXU_run2a_4_6_batch_2000,property4,64,Ok,17.42,UNSAT
Marabou,ACASXU_run2a_1_5_batch_2000,property4,64,Ok,59.98,UNSAT
Marabou,ACASXU_run2a_3_2_batch_2000,property4,64,Ok,64.09,UNSAT
Marabou,ACASXU_run2a_5_1_batch_2000,property4,64,Ok,62.36,UNSAT
Marabou,ACASXU_run2a_5_8_batch_2000,property4,64,Ok,29.32,UNSAT
Marabou,ACASXU_run2a_5_2_batch_2000,property4,64,Ok,50.87,UNSAT
Marabou,ACASXU_run2a_1_8_batch_2000,property4,64,Ok,17.65,SAT
Marabou,ACASXU_run2a_2_1_batch_2000,property3,2,Ok,1013.13,UNSAT
Marabou,ACASXU_run2a_1_1_batch_2000,property3,2,TO,7200.0,--
Marabou,ACASXU_run2a_3_7_batch_2000,property3,2,Ok,366.53,UNSAT
Marabou,ACASXU_run2a_3_1_batch_2000,property3,2,Ok,363.14,UNSAT
Marabou,ACASXU_run2a_2_4_batch_2000,property3,2,Ok,211.12,UNSAT
Marabou,ACASXU_run2a_5_1_batch_2000,property3,2,Ok,2562.71,UNSAT
Marabou,ACASXU_run2a_4_3_batch_2000,property3,2,Ok,2702.38,UNSAT
Marabou,ACASXU_run2a_2_9_batch_2000,property3,2,Ok,165.50,UNSAT
Marabou,ACASXU_run2a_5_3_batch_2000,property3,2,Ok,145.34,UNSAT
Marabou,ACASXU_run2a_4_7_batch_2000,property3,2,Ok,332.51,UNSAT
Marabou,ACASXU_run2a_5_7_batch_2000,property3,2,Ok,67.55,UNSAT
Marabou,ACASXU_run2a_3_8_batch_2000,property3,2,Ok,278.98,UNSAT
Marabou,ACASXU_run2a_4_5_batch_2000,property3,2,Ok,292.62,UNSAT
Marabou,ACASXU_run2a_1_7_batch_2000,property3,2,Ok,19.09,SAT
Marabou,ACASXU_run2a_2_7_batch_2000,property3,2,Ok,204.27,UNSAT
Marabou,ACASXU_run2a_5_2_batch_2000,property3,2,Ok,533.09,UNSAT
Marabou,ACASXU_run2a_4_6_batch_2000,property3,2,Ok,439.07,UNSAT
Marabou,ACASXU_run2a_5_5_batch_2000,property3,2,Ok,211.17,UNSAT
Marabou,ACASXU_run2a_1_4_batch_2000,property3,2,Ok,557.70,UNSAT
Marabou,ACASXU_run2a_5_8_batch_2000,property3,2,Ok,196.92,UNSAT
Marabou,ACASXU_run2a_1_2_batch_2000,property3,2,Ok,3569.70,UNSAT
Marabou,ACASXU_run2a_3_2_batch_2000,property3,2,Ok,2056.00,UNSAT
Marabou,ACASXU_run2a_3_3_batch_2000,property3,2,Ok,364.68,UNSAT
Marabou,ACASXU_run2a_1_6_batch_2000,property3,2,Ok,203.46,UNSAT
Marabou,ACASXU_run2a_5_4_batch_2000,property3,2,Ok,146.13,UNSAT
Marabou,ACASXU_run2a_3_6_batch_2000,property3,2,Ok,1034.48,UNSAT
Marabou,ACASXU_run2a_1_9_batch_2000,property3,2,Ok,20.88,SAT
Marabou,ACASXU_run2a_1_5_batch_2000,property3,2,Ok,439.88,UNSAT
Marabou,ACASXU_run2a_2_6_batch_2000,property3,2,Ok,76.10,UNSAT
Marabou,ACASXU_run2a_5_6_batch_2000,property3,2,Ok,426.61,UNSAT
Marabou,ACASXU_run2a_1_3_batch_2000,property3,2,Ok,2322.13,UNSAT
Marabou,ACASXU_run2a_4_9_batch_2000,property3,2,Ok,208.56,UNSAT
Marabou,ACASXU_run2a_1_8_batch_2000,property3,2,Ok,22.21,SAT
Marabou,ACASXU_run2a_4_8_batch_2000,property3,2,Ok,357.97,UNSAT
Marabou,ACASXU_run2a_4_1_batch_2000,property3,2,Ok,658.07,UNSAT
Marabou,ACASXU_run2a_4_2_batch_2000,property3,2,Ok,4351.47,UNSAT
Marabou,ACASXU_run2a_3_9_batch_2000,property3,2,Ok,323.80,UNSAT
Marabou,ACASXU_run2a_3_4_batch_2000,property3,2,Ok,446.93,UNSAT
Marabou,ACASXU_run2a_2_2_batch_2000,property3,2,Ok,1421.53,UNSAT
Marabou,ACASXU_run2a_2_3_batch_2000,property3,2,Ok,1821.69,UNSAT
Marabou,ACASXU_run2a_2_8_batch_2000,property3,2,Ok,208.16,UNSAT
Marabou,ACASXU_run2a_2_5_batch_2000,property3,2,Ok,229.90,UNSAT
Marabou,ACASXU_run2a_5_9_batch_2000,property3,2,Ok,153.12,UNSAT
Marabou,ACASXU_run2a_3_5_batch_2000,property3,2,Ok,275.14,UNSAT
Marabou,ACASXU_run2a_4_4_batch_2000,property3,2,Ok,298.79,UNSAT
Marabou,ACASXU_run2a_1_4_batch_2000,property2,2,Ok,3324.83,SAT
Marabou,ACASXU_run2a_1_9_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_1_batch_2000,property2,2,Ok,76.97,SAT
Marabou,ACASXU_run2a_3_5_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_7_batch_2000,property2,2,Ok,561.20,SAT
Marabou,ACASXU_run2a_3_6_batch_2000,property2,2,Ok,2447.31,SAT
Marabou,ACASXU_run2a_3_9_batch_2000,property2,2,Ok,755.84,SAT
Marabou,ACASXU_run2a_1_8_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_7_batch_2000,property2,2,Ok,2019.78,SAT
Marabou,ACASXU_run2a_3_8_batch_2000,property2,2,Ok,692.46,SAT
Marabou,ACASXU_run2a_2_2_batch_2000,property2,2,Ok,5328.49,SAT
Marabou,ACASXU_run2a_4_6_batch_2000,property2,2,Ok,1780.04,SAT
Marabou,ACASXU_run2a_2_8_batch_2000,property2,2,Ok,1730.92,SAT
Marabou,ACASXU_run2a_3_4_batch_2000,property2,2,Ok,885.36,SAT
Marabou,ACASXU_run2a_3_7_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_4_1_batch_2000,property2,2,Ok,445.88,SAT
Marabou,ACASXU_run2a_1_6_batch_2000,property2,2,Ok,1657.01,SAT
Marabou,ACASXU_run2a_1_2_batch_2000,property2,2,Ok,2833.78,SAT
Marabou,ACASXU_run2a_2_3_batch_2000,property2,2,Ok,2069.43,SAT
Marabou,ACASXU_run2a_5_5_batch_2000,property2,2,Ok,1812.96,SAT
Marabou,ACASXU_run2a_5_8_batch_2000,property2,2,Ok,454.88,SAT
Marabou,ACASXU_run2a_1_5_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_6_batch_2000,property2,2,Ok,6968.97,SAT
Marabou,ACASXU_run2a_3_1_batch_2000,property2,2,Ok,1054.53,SAT
Marabou,ACASXU_run2a_2_5_batch_2000,property2,2,Ok,832.04,SAT
Marabou,ACASXU_run2a_3_2_batch_2000,property2,2,Ok,2191.88,SAT
Marabou,ACASXU_run2a_4_5_batch_2000,property2,2,Ok,248.40,SAT
Marabou,ACASXU_run2a_5_6_batch_2000,property2,2,Ok,61.32,SAT
Marabou,ACASXU_run2a_4_7_batch_2000,property2,2,Ok,2333.53,SAT
Marabou,ACASXU_run2a_1_7_batch_2000,property2,2,Ok,5773.12,UNSAT
Marabou,ACASXU_run2a_5_9_batch_2000,property2,2,Ok,1816.02,SAT
Marabou,ACASXU_run2a_2_9_batch_2000,property2,2,Ok,41.00,SAT
Marabou,ACASXU_run2a_4_3_batch_2000,property2,2,Ok,1225.42,SAT
Marabou,ACASXU_run2a_3_3_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_2_batch_2000,property2,2,Ok,1780.06,SAT
Marabou,ACASXU_run2a_4_9_batch_2000,property2,2,Ok,605.52,SAT
Marabou,ACASXU_run2a_5_4_batch_2000,property2,2,Ok,373.73,SAT
Marabou,ACASXU_run2a_5_3_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_1_batch_2000,property2,2,Ok,313.26,SAT
Marabou,ACASXU_run2a_1_3_batch_2000,property2,2,Ok,4911.21,SAT
Marabou,ACASXU_run2a_1_1_batch_2000,property2,2,Ok,2638.65,UNSAT
Marabou,ACASXU_run2a_2_4_batch_2000,property2,2,Ok,437.89,SAT
Marabou,ACASXU_run2a_4_2_batch_2000,property2,2,TO,7200.0,--
Marabou,ACASXU_run2a_4_8_batch_2000,property2,2,Ok,1165.68,SAT
Marabou,ACASXU_run2a_4_4_batch_2000,property2,2,Ok,312.18,SAT
Marabou,ACASXU_run2a_2_1_batch_2000,property1,2,Ok,2120.94,UNSAT
Marabou,ACASXU_run2a_2_7_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_1_batch_2000,property1,2,Ok,1442.27,UNSAT
Marabou,ACASXU_run2a_3_2_batch_2000,property1,2,Ok,1869.30,UNSAT
Marabou,ACASXU_run2a_2_9_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_3_batch_2000,property1,2,Ok,908.41,UNSAT
Marabou,ACASXU_run2a_5_2_batch_2000,property1,2,Ok,1554.09,UNSAT
Marabou,ACASXU_run2a_5_7_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_1_2_batch_2000,property1,2,Ok,1408.25,UNSAT
Marabou,ACASXU_run2a_4_4_batch_2000,property1,2,Ok,1588.29,UNSAT
Marabou,ACASXU_run2a_2_8_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_3_6_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_5_batch_2000,property1,2,Ok,4283.53,UNSAT
Marabou,ACASXU_run2a_5_5_batch_2000,property1,2,Ok,5344.73,UNSAT
Marabou,ACASXU_run2a_1_7_batch_2000,property1,2,Ok,1126.21,UNSAT
Marabou,ACASXU_run2a_1_8_batch_2000,property1,2,Ok,1301.24,UNSAT
Marabou,ACASXU_run2a_2_6_batch_2000,property1,2,Ok,5393.14,UNSAT
Marabou,ACASXU_run2a_1_4_batch_2000,property1,2,Ok,3214.63,UNSAT
Marabou,ACASXU_run2a_1_5_batch_2000,property1,2,Ok,1374.72,UNSAT
Marabou,ACASXU_run2a_4_7_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_3_7_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_4_batch_2000,property1,2,Ok,1802.42,UNSAT
Marabou,ACASXU_run2a_4_2_batch_2000,property1,2,Ok,3627.44,UNSAT
Marabou,ACASXU_run2a_3_3_batch_2000,property1,2,Ok,1793.04,UNSAT
Marabou,ACASXU_run2a_4_6_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_5_9_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_4_batch_2000,property1,2,Ok,1321.74,UNSAT
Marabou,ACASXU_run2a_2_2_batch_2000,property1,2,Ok,2643.53,UNSAT
Marabou,ACASXU_run2a_3_1_batch_2000,property1,2,Ok,1546.58,UNSAT
Marabou,ACASXU_run2a_3_9_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_1_6_batch_2000,property1,2,Ok,1356.61,UNSAT
Marabou,ACASXU_run2a_4_8_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_3_4_batch_2000,property1,2,Ok,1366.06,UNSAT
Marabou,ACASXU_run2a_5_8_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_4_9_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_1_3_batch_2000,property1,2,Ok,3881.27,UNSAT
Marabou,ACASXU_run2a_3_5_batch_2000,property1,2,Ok,3303.02,UNSAT
Marabou,ACASXU_run2a_1_9_batch_2000,property1,2,Ok,164.84,UNSAT
Marabou,ACASXU_run2a_3_8_batch_2000,property1,2,Ok,6956.71,UNSAT
Marabou,ACASXU_run2a_4_5_batch_2000,property1,2,Ok,6160.31,UNSAT
Marabou,ACASXU_run2a_4_1_batch_2000,property1,2,Ok,7188.72,UNSAT
Marabou,ACASXU_run2a_5_6_batch_2000,property1,2,TO,7200.0,--
Marabou,ACASXU_run2a_2_3_batch_2000,property1,2,Ok,3121.45,UNSAT
Marabou,ACASXU_run2a_4_3_batch_2000,property1,2,Ok,2440.05,UNSAT
Marabou,ACASXU_run2a_1_1_batch_2000,property1,2,Ok,1513.37,UNSAT
Marabou,ACASXU_run2a_1_4_batch_2000,property4,2,Ok,497.47,UNSAT
Marabou,ACASXU_run2a_5_4_batch_2000,property4,2,Ok,169.45,UNSAT
Marabou,ACASXU_run2a_1_8_batch_2000,property4,2,Ok,18.69,SAT
Marabou,ACASXU_run2a_5_5_batch_2000,property4,2,Ok,204.84,UNSAT
Marabou,ACASXU_run2a_3_4_batch_2000,property4,2,Ok,159.68,UNSAT
