Solver,network,property,cpus,state,runtime,SAT/UNSAT
ReluVal,ACASXU_run2a_5_6_batch_2000,property3,8,Ok,34.14,UNSAT
ReluVal,ACASXU_run2a_4_2_batch_2000,property3,8,Ok,6789.96,UNSAT
ReluVal,ACASXU_run2a_5_4_batch_2000,property3,8,Ok,5.59,UNSAT
ReluVal,ACASXU_run2a_1_6_batch_2000,property3,8,Ok,0.58,UNSAT
ReluVal,ACASXU_run2a_4_1_batch_2000,property3,8,Ok,775.15,UNSAT
ReluVal,ACASXU_run2a_5_7_batch_2000,property3,8,Ok,0.28,UNSAT
ReluVal,ACASXU_run2a_4_5_batch_2000,property3,8,Ok,2.93,UNSAT
ReluVal,ACASXU_run2a_3_3_batch_2000,property3,8,Ok,9.36,UNSAT
ReluVal,ACASXU_run2a_2_4_batch_2000,property3,8,Ok,27.68,UNSAT
ReluVal,ACASXU_run2a_4_7_batch_2000,property3,8,E,0,--
ReluVal,ACASXU_run2a_3_1_batch_2000,property3,8,Ok,208.32,UNSAT
ReluVal,ACASXU_run2a_3_7_batch_2000,property3,8,Ok,0.86,UNSAT
ReluVal,ACASXU_run2a_2_6_batch_2000,property3,8,Ok,0.50,UNSAT
ReluVal,ACASXU_run2a_1_4_batch_2000,property3,8,Ok,11.96,UNSAT
ReluVal,ACASXU_run2a_1_7_batch_2000,property3,8,Ok,0.31,SAT
ReluVal,ACASXU_run2a_3_8_batch_2000,property3,8,Ok,270.10,UNSAT
ReluVal,ACASXU_run2a_3_5_batch_2000,property3,8,Ok,192.03,UNSAT
ReluVal,ACASXU_run2a_1_1_batch_2000,property3,8,Ok,7200.0,UNSAT
ReluVal,ACASXU_run2a_2_9_batch_2000,property3,8,Ok,0.86,UNSAT
ReluVal,ACASXU_run2a_4_6_batch_2000,property3,8,Ok,2.05,UNSAT
ReluVal,ACASXU_run2a_2_5_batch_2000,property3,8,Ok,6.21,UNSAT
ReluVal,ACASXU_run2a_1_2_batch_2000,property3,8,Ok,94.42,UNSAT
ReluVal,ACASXU_run2a_5_2_batch_2000,property3,8,Ok,114.00,UNSAT
ReluVal,ACASXU_run2a_3_6_batch_2000,property3,8,E,0,--
ReluVal,ACASXU_run2a_2_1_batch_2000,property3,8,Ok,2313.58,UNSAT
ReluVal,ACASXU_run2a_2_3_batch_2000,property3,8,Ok,214.09,UNSAT
